,customer_id,genuinity_score
0,1121904,0.0
1,1122016,0.0
2,1122128,0.0
3,1122352,0.18548229767394472
4,1123248,0.37096459534788945
5,1123696,0.8613531161467861
6,1124144,0.8613531161467861
7,1124256,0.43067655807339306
8,1124592,1.0
9,1126608,0.8613531161467861
10,1128400,0.7419291906957789
11,1128512,0.5879649727216026
12,1129072,0.0
13,1129296,1.0
14,1132320,0.37096459534788945
15,1133888,0.0
16,1134000,1.0
17,1134224,0.0
18,1136576,0.2939824863608013
19,1136688,0.31953151018303616
20,1139376,0.37096459534788945
21,1139824,0.37096459534788945
22,1139936,0.2939824863608013
23,1140160,0.5879649727216026
24,1140384,0.37096459534788945
25,1140608,0.5879649727216026
26,1141168,1.0
27,1142176,0.6826061944859855
28,1142848,0.8613531161467862
29,1143520,1.0
30,1144080,1.0
31,1145312,0.12661136535972814
32,1145536,0.5879649727216026
33,1145872,0.0
34,1147664,0.2532227307194563
35,1150464,0.5064454614389126
36,1150912,0.37096459534788945
37,1151360,0.37096459534788945
38,1152368,0.15976575509151808
39,1153824,0.5879649727216026
40,1155168,0.43067655807339306
41,1155392,1.0
42,1155504,0.8613531161467861
43,1155840,0.6826061944859855
44,1156176,0.5879649727216026
45,1156512,0.43067655807339306
46,1156624,0.8613531161467861
47,1158640,0.0
48,1158864,0.31953151018303616
49,1159648,0.0
50,1161104,0.0
51,1161664,0.6826061944859855
52,1162336,0.5879649727216026
53,1163456,0.18548229767394472
54,1163792,1.0
55,1164352,0.0
56,1164912,0.8613531161467861
57,1165024,0.43067655807339306
58,1166144,0.8613531161467861
59,1167712,0.2006742662602747
60,1167824,0.8613531161467861
61,1169728,0.4013485325205494
62,1171408,0.8613531161467861
63,1171968,1.0
64,1173088,0.8613531161467861
65,1174208,0.0
66,1174544,1.0
67,1174880,0.18548229767394472
68,1174992,0.0
69,1175552,0.5879649727216026
70,1175776,0.8613531161467861
71,1176672,1.0
72,1179024,0.5879649727216026
73,1179696,1.0
74,1179808,0.2532227307194563
75,1180480,0.4013485325205494
76,1183280,0.5064454614389126
77,1183840,0.07988287754575904
78,1184176,0.15976575509151808
79,1185408,0.8613531161467861
80,1185744,0.12661136535972814
81,1186640,1.0
82,1186976,0.37096459534788945
83,1187200,0.2006742662602747
84,1188880,0.5879649727216026
85,1189216,0.0
86,1189776,0.0
87,1190112,0.0
88,1193360,0.5879649727216026
89,1194032,0.5879649727216026
90,1194816,1.0
91,1194928,0.0
92,1195600,0.8613531161467861
93,1195936,0.2532227307194563
94,1198624,1.0
95,1198736,0.2939824863608013
96,1200528,0.0
97,1201648,1.0
98,1202320,0.7419291906957789
99,1204224,0.8613531161467861
100,1206464,1.0
101,1207584,0.31953151018303616
102,1208144,0.6826061944859855
103,1209152,0.37096459534788945
104,1211840,0.5064454614389126
105,1213184,0.8613531161467862
106,1213856,0.0
107,1214528,0.2532227307194563
108,1214640,0.8613531161467861
109,1214976,0.5879649727216026
110,1217552,0.0
111,1217776,0.8613531161467862
112,1219344,0.2532227307194563
113,1220016,0.2939824863608013
114,1220576,0.37096459534788945
115,1220912,0.0
116,1221920,0.5879649727216026
117,1222928,0.0
118,1223264,0.0
119,1224608,0.6826061944859855
120,1225392,0.0
121,1227856,0.0
122,1228416,0.0
123,1229424,0.15976575509151808
124,1230880,0.0
125,1231664,0.8613531161467861
126,1233568,0.2939824863608013
127,1235696,0.6826061944859855
128,1236256,0.0
129,1240960,0.5879649727216026
130,1241296,1.0
131,1242864,0.0
132,1244544,0.37096459534788945
133,1244880,0.6826061944859855
134,1247680,0.8613531161467861
135,1251824,0.31953151018303616
136,1252720,0.2532227307194563
137,1257536,0.2532227307194563
138,1259216,0.7419291906957789
139,1259328,1.0
140,1260560,0.8613531161467861
141,1261008,0.18548229767394472
142,1262464,0.7419291906957789
143,1265040,0.0
144,1265600,0.0
145,1267280,0.5064454614389126
146,1267728,0.2939824863608013
147,1268512,0.5064454614389126
148,1268848,0.18548229767394472
149,1269632,0.7419291906957789
150,1276240,0.2939824863608013
151,1277248,0.6390630203660723
152,1277360,0.18548229767394472
153,1278480,0.43067655807339306
154,1278816,0.0
155,1281280,0.37096459534788945
156,1281392,0.6826061944859855
157,1284528,0.18548229767394472
158,1285424,0.0
159,1285648,1.0
160,1286544,0.7419291906957789
161,1288224,0.31953151018303616
162,1289456,0.8613531161467861
163,1292256,0.2939824863608013
164,1294608,1.0
165,1295952,0.0
166,1296288,0.4013485325205494
167,1296512,1.0
168,1296736,0.6826061944859855
169,1297632,0.8613531161467861
170,1299200,0.0
171,1299536,0.0
172,1300768,0.8613531161467861
173,1301440,0.15976575509151808
174,1303120,1.0
175,1303792,0.37096459534788945
176,1304240,0.0
177,1304352,1.0
178,1304912,0.2532227307194563
179,1305024,0.5879649727216026
180,1306256,0.31953151018303616
181,1307152,0.37096459534788945
182,1308384,0.0
183,1316336,0.8613531161467861
184,1316896,0.2939824863608013
185,1318128,0.0
186,1318240,0.2532227307194563
187,1320928,0.37096459534788945
188,1321264,1.0
189,1322160,0.6826061944859855
190,1322272,0.8613531161467861
191,1322384,0.0
192,1323280,0.0
193,1324624,0.31953151018303616
194,1325072,0.2939824863608013
195,1326416,0.43067655807339306
196,1327424,0.2006742662602747
197,1328208,0.8613531161467861
198,1328656,0.6826061944859855
199,1328992,0.5879649727216026
200,1329552,0.0
201,1330784,0.0
202,1336272,0.6826061944859855
203,1337728,0.43067655807339306
204,1337840,0.5879649727216026
205,1338512,0.0
206,1338960,0.5064454614389126
207,1340640,0.2939824863608013
208,1341088,0.15976575509151808
209,1341424,1.0
210,1342544,0.6826061944859855
211,1342656,0.0
212,1344896,1.0
213,1345456,0.6390630203660723
214,1345680,0.8613531161467861
215,1346464,0.43067655807339306
216,1346912,1.0
217,1353856,0.4013485325205494
218,1354080,0.2532227307194563
219,1354192,0.5879649727216026
220,1354528,0.37096459534788945
221,1354752,0.0
222,1357664,1.0
223,1360464,0.0
224,1362032,0.37096459534788945
225,1362256,0.0
226,1362816,0.5879649727216026
227,1363376,0.43067655807339306
228,1364048,0.18548229767394472
229,1364720,0.12661136535972814
230,1365504,0.46595121675063894
231,1365952,0.37096459534788945
232,1366736,0.5879649727216026
233,1368304,0.5879649727216026
234,1369088,0.37096459534788945
235,1370880,0.0
236,1372896,0.5879649727216026
237,1373680,1.0
238,1374464,0.31953151018303616
239,1375248,0.0
240,1375360,0.0
241,1376256,0.7419291906957789
242,1376704,1.0
243,1377152,0.6826061944859855
244,1377488,0.6826061944859855
245,1378160,0.6826061944859855
246,1378944,0.0
247,1379728,0.6826061944859855
248,1380960,0.5064454614389126
249,1381632,0.0
250,1382304,0.5879649727216026
251,1383984,0.15976575509151808
252,1386448,0.31953151018303616
253,1386560,0.0
254,1390032,0.6826061944859855
255,1391040,1.0
256,1391376,0.6826061944859855
257,1393616,0.43067655807339306
258,1394512,0.37096459534788945
259,1395632,0.6826061944859855
260,1396304,0.37096459534788945
261,1397760,0.0
262,1399776,0.0
263,1402016,0.37096459534788945
264,1403696,0.5064454614389126
265,1404816,0.18548229767394472
266,1405152,0.2006742662602747
267,1405936,0.15976575509151808
268,1406048,0.2939824863608013
269,1413216,0.43067655807339306
270,1415344,0.0
271,1416800,0.31953151018303616
272,1418256,0.2532227307194563
273,1419264,0.5879649727216026
274,1419600,0.0
